id,status,category,content_type,search_intent,main_keyword,expanded_keywords,title,quality_score,duplicate_status,cannibalization_status,max_existing_similarity,nearest_existing_title,decision_reason
171,pass,도구·계산기,blog,실행형,훈련 페이스표,체중 변화|템포런|5km 기록,"훈련 페이스표 확인 순서, 체중 변화 다음 템포런",95,unique,clear,0.33,"완주 예측 계산 확인 순서, 5km 기록 다음 체중 변화",기존 일반 키워드를 상황·모델·행동 기준으로 분화
172,pass,도구·계산기,blog,실행형,목표 기록 페이스,신발 사이즈|Z2|10km 목표,"목표 기록 페이스 실전 루틴, 신발 사이즈부터 Z2까지",93,unique,clear,0.42,"체중감량 계산 결과 실전 루틴, 10km 목표부터 신발 사이즈까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
173,pass,도구·계산기,blog,실행형,페이스 계산기 결과,템포런|10km 목표|하프 준비,"페이스 계산기 결과 체크법, 템포런와 10km 목표 나누기",93,unique,clear,0.48,"첫 10km 준비 체크법, 주간 계획와 페이스 조절 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
174,pass,도구·계산기,blog,실행형,심박수 구간 계산,Z2|하프 준비|체중 변화,"심박수 구간 계산 확인 순서, Z2 다음 하프 준비",95,unique,clear,0.46,"Z2 조깅 루틴 확인 순서, 심박수 다음 회복주",기존 일반 키워드를 상황·모델·행동 기준으로 분화
175,pass,도구·계산기,blog,실행형,칼로리 계산기 결과,5km 기록|체중 변화|신발 사이즈,"칼로리 계산기 결과 실전 루틴, 5km 기록부터 체중 변화까지",93,unique,clear,0.42,"체중감량 계산 결과 실전 루틴, 10km 목표부터 신발 사이즈까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
176,pass,도구·계산기,blog,실행형,완주 예측 계산,10km 목표|신발 사이즈|조깅 속도,"완주 예측 계산 체크법, 10km 목표와 신발 사이즈 나누기",93,unique,clear,0.52,"페이스 계산기 결과 체크법, 템포런와 10km 목표 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
177,pass,도구·계산기,blog,실행형,체중감량 계산 결과,하프 준비|조깅 속도|템포런,"체중감량 계산 결과 확인 순서, 하프 준비 다음 조깅 속도",95,unique,clear,0.47,"페이스 계산기 결과 확인 순서, 조깅 속도 다음 5km 기록",기존 일반 키워드를 상황·모델·행동 기준으로 분화
178,pass,도구·계산기,blog,실행형,발 사이즈 변환기,체중 변화|템포런|Z2,"발 사이즈 변환기 실전 루틴, 체중 변화부터 템포런까지",93,unique,clear,0.41,"목표 기록 페이스 실전 루틴, 신발 사이즈부터 Z2까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
179,pass,도구·계산기,blog,실행형,훈련 페이스표,신발 사이즈|Z2|5km 기록,"훈련 페이스표 체크법, 신발 사이즈와 Z2 나누기",93,unique,clear,0.43,"완주 예측 계산 체크법, 10km 목표와 신발 사이즈 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
180,pass,도구·계산기,blog,실행형,목표 기록 페이스,조깅 속도|5km 기록|10km 목표,"목표 기록 페이스 확인 순서, 조깅 속도 다음 5km 기록",95,unique,clear,0.75,"페이스 계산기 결과 확인 순서, 조깅 속도 다음 5km 기록",기존 일반 키워드를 상황·모델·행동 기준으로 분화
181,pass,도구·계산기,blog,실행형,페이스 계산기 결과,Z2|하프 준비|하프 준비,"페이스 계산기 결과 실전 루틴, Z2부터 하프 준비까지",93,unique,clear,0.44,"목표 기록 페이스 실전 루틴, 신발 사이즈부터 Z2까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
182,pass,도구·계산기,blog,실행형,심박수 구간 계산,5km 기록|체중 변화|체중 변화,"심박수 구간 계산 체크법, 5km 기록와 체중 변화 나누기",93,unique,clear,0.37,"Z2 조깅 루틴 체크법, 걷뛰기와 심박수 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
183,pass,도구·계산기,blog,실행형,칼로리 계산기 결과,10km 목표|신발 사이즈|신발 사이즈,"칼로리 계산기 결과 확인 순서, 10km 목표 다음 신발 사이즈",95,unique,clear,0.43,"체중감량 계산 결과 실전 루틴, 10km 목표부터 신발 사이즈까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
184,pass,도구·계산기,blog,실행형,완주 예측 계산,하프 준비|조깅 속도|조깅 속도,"완주 예측 계산 실전 루틴, 하프 준비부터 조깅 속도까지",93,unique,clear,0.43,"페이스 계산기 결과 실전 루틴, Z2부터 하프 준비까지",기존 일반 키워드를 상황·모델·행동 기준으로 분화
185,pass,도구·계산기,blog,실행형,체중감량 계산 결과,체중 변화|템포런|템포런,"체중감량 계산 결과 체크법, 체중 변화와 템포런 나누기",93,unique,clear,0.50,"페이스 계산기 결과 체크법, 템포런와 10km 목표 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
186,pass,도구·계산기,blog,실행형,발 사이즈 변환기,신발 사이즈|Z2|Z2,"발 사이즈 변환기 확인 순서, 신발 사이즈 다음 Z2",95,unique,clear,0.48,해외 직구 전 사이즈 변환기 확인 순서,기존 일반 키워드를 상황·모델·행동 기준으로 분화
187,pass,도구·계산기,blog,실행형,훈련 페이스표,조깅 속도|5km 기록|5km 기록,"훈련 페이스표 실전 루틴, 조깅 속도부터 5km 기록까지",93,unique,clear,0.46,"목표 기록 페이스 확인 순서, 조깅 속도 다음 5km 기록",기존 일반 키워드를 상황·모델·행동 기준으로 분화
188,pass,도구·계산기,blog,실행형,목표 기록 페이스,템포런|10km 목표|10km 목표,"목표 기록 페이스 체크법, 템포런와 10km 목표 나누기",93,unique,clear,0.79,"페이스 계산기 결과 체크법, 템포런와 10km 목표 나누기",기존 일반 키워드를 상황·모델·행동 기준으로 분화
189,pass,도구·계산기,blog,실행형,페이스 계산기 결과,5km 기록|체중 변화|하프 준비,"페이스 계산기 결과 확인 순서, 5km 기록 다음 체중 변화",95,unique,clear,0.69,"페이스 계산기 결과 확인 순서, 조깅 속도 다음 5km 기록",기존 일반 키워드를 상황·모델·행동 기준으로 분화
190,pass,계절·노면·생활형,blog,정보탐색,여름 러닝화 관리,건조 시간|쿠션 손상|반사 소재,"여름 러닝화 관리 기준, 건조 시간와 쿠션 손상 차이",95,unique,clear,0.33,"여름 러닝화 선택 기준, 통기성과 쿠션 균형",기존 일반 키워드를 상황·모델·행동 기준으로 분화
191,pass,계절·노면·생활형,blog,정보탐색,겨울 러닝화 보관,미끄럼|양말|노면,"겨울 러닝화 보관 이해하기, 미끄럼·양말 핵심",93,unique,clear,0.42,"러닝화 반업 기준 이해하기, 양말 두께·정사이즈 핵심",기존 일반 키워드를 상황·모델·행동 기준으로 분화
192,pass,계절·노면·생활형,blog,정보탐색,비 오는 날 러닝화,통기성|반사 소재|세탁 기준,"비 오는 날 러닝화 FAQ, 통기성와 반사 소재 질문",93,unique,clear,0.39,비 오는 날 달리기 — 방수 러닝화와 우천 달리기 완전 가이드,기존 일반 키워드를 상황·모델·행동 기준으로 분화
193,pass,계절·노면·생활형,blog,정보탐색,트레드밀 러닝화,쿠션 손상|노면|건조 시간,"트레드밀 러닝화 기준, 쿠션 손상와 노면 차이",95,unique,clear,0.46,"여름 러닝화 관리 기준, 건조 시간와 쿠션 손상 차이",기존 일반 키워드를 상황·모델·행동 기준으로 분화
194,pass,계절·노면·생활형,blog,정보탐색,야간 러닝 준비,양말|세탁 기준|미끄럼,"야간 러닝 준비 이해하기, 양말·세탁 기준 핵심",95,unique,clear,0.46,"러닝화 반업 기준 이해하기, 양말 두께·정사이즈 핵심",기존 일반 키워드를 상황·모델·행동 기준으로 분화
195,pass,계절·노면·생활형,blog,정보탐색,러닝화 세탁,반사 소재|건조 시간|통기성,"러닝화 세탁 FAQ, 반사 소재와 건조 시간 질문",93,unique,clear,0.43,"비 오는 날 러닝화 FAQ, 통기성와 반사 소재 질문",기존 일반 키워드를 상황·모델·행동 기준으로 분화
196,pass,계절·노면·생활형,blog,정보탐색,러닝화 냄새 관리,노면|미끄럼|쿠션 손상,"러닝화 냄새 관리 기준, 노면와 미끄럼 차이",95,unique,clear,0.40,"트레드밀 러닝화 기준, 쿠션 손상와 노면 차이",기존 일반 키워드를 상황·모델·행동 기준으로 분화
197,pass,계절·노면·생활형,blog,정보탐색,러닝화 건조,세탁 기준|통기성|양말,"러닝화 건조 이해하기, 세탁 기준·통기성 핵심",95,unique,clear,0.52,"야간 러닝 준비 이해하기, 양말·세탁 기준 핵심",기존 일반 키워드를 상황·모델·행동 기준으로 분화
198,pass,계절·노면·생활형,blog,정보탐색,출퇴근 겸용 러닝화,건조 시간|쿠션 손상|반사 소재,"출퇴근 겸용 러닝화 FAQ, 건조 시간와 쿠션 손상 질문",93,unique,clear,0.44,"여름 러닝화 관리 기준, 건조 시간와 쿠션 손상 차이",기존 일반 키워드를 상황·모델·행동 기준으로 분화
199,pass,계절·노면·생활형,blog,정보탐색,여름 러닝화 관리,통기성|반사 소재|노면,"여름 러닝화 관리 기준, 통기성와 반사 소재 차이",95,unique,clear,0.46,"여름 러닝화 관리 기준, 건조 시간와 쿠션 손상 차이",기존 일반 키워드를 상황·모델·행동 기준으로 분화
200,pass,계절·노면·생활형,blog,정보탐색,겨울 러닝화 보관,쿠션 손상|노면|세탁 기준,"겨울 러닝화 보관 이해하기, 쿠션 손상·노면 핵심",93,unique,clear,0.54,"겨울 러닝화 보관 이해하기, 미끄럼·양말 핵심",기존 일반 키워드를 상황·모델·행동 기준으로 분화
